popularity,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.487412,The Sure Thing,100,Comedy,1985-03-01,32,6.5,1985,0.0,0.0
0.480534,Spies Like Us,102,Comedy,1985-12-06,79,5.8,1985,0.0,0.0
0.476896,Death Wish 3,92,Adventure,1985-11-01,27,5.4,1985,0.0,0.0
0.475936,Private Resort,82,Comedy,1985-05-03,22,5.8,1985,0.0,672646.1308
0.458359,After Hours,97,Comedy,1985-09-13,98,7.0,1985,9122247.235,21506855.37
0.427104,Pee-wee's Big Adventure,90,Adventure,1985-07-26,102,6.5,1985,12162996.31,82993520.16
0.425735,Prizzi's Honor,124,Romance,1985-06-14,33,6.3,1985,0.0,54039247.96
0.420284,Better Off Dead...,97,Comedy,1985-10-11,81,6.9,1985,0.0,20874947.17
0.393705,Death of a Salesman,130,Drama,1985-08-16,13,5.6,1985,0.0,0.0
0.393399,Ewoks: The Battle for Endor,100,Fantasy,1985-11-24,32,5.3,1985,0.0,0.0
0.386036,A Chorus Line,113,Drama,1985-12-10,15,6.6,1985,0.0,28791634.7
0.384508,Cat's Eye,94,Horror,1985-04-12,52,6.0,1985,0.0,0.0
0.384037,Brewster's Millions,97,Comedy,1985-05-22,55,6.5,1985,40543321.05,92911369.26
0.355653,Invasion U.S.A.,107,Action,1985-09-27,18,4.5,1985,0.0,0.0
0.354754,Enemy Mine,108,Drama,1985-12-12,108,6.7,1985,0.0,24941057.11
0.184013,Silverado,127,Action,1985-07-10,62,7.1,1985,52706317.36,0.0
0.350256,Alice in Wonderland,187,Fantasy,1985-12-09,13,6.2,1985,0.0,0.0
0.343246,The Protector,91,Action,1985-07-11,17,5.6,1985,0.0,0.0
1.042351,Teen Wolf,91,Comedy,1985-08-23,136,6.3,1985,0.0,0.0
0.334805,Kiss of the Spider Woman,120,Drama,1985-07-26,15,5.5,1985,0.0,0.0
0.328682,Silver Bullet,95,Horror,1985-10-11,43,5.6,1985,0.0,0.0
0.32767,St. Elmo's Fire,110,Drama,1985-06-28,62,5.7,1985,0.0,76634725.96
0.32265,Fandango,91,Comedy,1985-01-25,12,6.6,1985,0.0,0.0
0.072899,Crimewave,83,Comedy,1985-09-19,10,5.4,1985,6081498.157,0.0
0.317622,Gotcha!,101,Action,1985-05-03,19,6.4,1985,0.0,17839061.26
0.308982,Loose Screws,92,Comedy,1985-07-19,10,5.3,1985,1915671.919,0.0
0.284856,Young Sherlock Holmes,109,Action,1985-12-04,85,6.4,1985,36488988.94,0.0
0.280847,Desperately Seeking Susan,104,Drama,1985-03-29,38,6.2,1985,10135830.26,55544349.83
0.278621,Summer Rental,87,Comedy,1985-08-09,18,7.1,1985,0.0,50050127.76
0.273731,Flesh + Blood,126,Adventure,1985-08-30,29,5.6,1985,13176579.34,0.0
0.261832,Mischief,93,Comedy,1985-02-08,10,6.2,1985,0.0,17620990.9
0.252674,Runaway Train,111,Action,1985-11-15,48,6.6,1985,18244494.47,16087614.12
0.251976,The Journey of Natty Gann,101,Adventure,1985-09-25,13,6.2,1985,0.0,4329169.196
0.22413,Volunteers,107,Comedy,1985-08-16,17,5.1,1985,0.0,0.0
0.233892,The Falcon and the Snowman,132,Thriller,1985-01-25,14,6.3,1985,0.0,0.0
0.322151,White Nights,136,Drama,1985-11-22,10,5.8,1985,0.0,85467041.83
0.229931,Return to Oz,113,Adventure,1985-06-21,50,6.0,1985,50679151.31,22578172.08
0.09958,Transylvania 6-5000,93,Comedy,1985-11-08,12,4.4,1985,0.0,0.0
0.22565,My Science Project,94,Comedy,1985-08-09,20,5.6,1985,0.0,8357494.788
0.349429,Jagged Edge,108,Mystery,1985-10-04,27,6.6,1985,30407490.78,0.0
0.214009,Mishima: A Life in Four Chapters,121,Drama,1985-05-15,11,6.3,1985,10135830.26,1019173.95
0.213085,Howling II: Stirba - Werewolf Bitch,91,Thriller,1985-08-28,16,4.7,1985,0.0,0.0
0.211695,Remo Williams: The Adventure Begins...,121,Comedy,1985-10-11,21,5.8,1985,0.0,29178829.49
0.208914,Once Bitten,94,Horror,1985-11-15,32,5.5,1985,6486931.367,20271660.52
0.207447,American Flyers,113,Drama,1985-08-16,15,5.3,1985,0.0,2838032.473
0.194912,Anne of Green Gables,199,Drama,1985-12-01,36,7.9,1985,0.0,0.0
0.183801,To Live and Die in L.A.,116,Action,1985-11-01,45,6.8,1985,0.0,35084201.38
0.592905,The Last Dragon,108,Action,1985-03-22,31,6.8,1985,20271660.52,52208210.23
0.175287,The Stuff,93,Horror,1985-06-14,31,5.7,1985,3446182.289,0.0
0.160125,Girls Just Want to Have Fun,87,Comedy,1985-04-12,24,5.8,1985,0.0,0.0
0.150168,Explorers,109,Adventure,1985-07-12,77,6.1,1985,50679151.31,20014299.63
0.147489,Shoah,566,Documentary,1985-11-01,16,8.3,1985,0.0,0.0
0.20499,Year of the Dragon,134,Action,1985-08-16,29,6.4,1985,48651985.25,0.0
0.135989,Perfect,115,Drama,1985-06-07,13,4.3,1985,38516154.99,26188670.37
0.132713,Into the Night,115,Comedy,1985-02-15,24,6.1,1985,231.09693,13582012.55
0.221195,Just One of the Guys,100,Comedy,1985-04-26,28,6.1,1985,23312409.6,0.0
6.5e-05,"North and South, Book I",561,Drama,1985-11-03,17,6.0,1985,0.0,0.0
0.390167,Secret Admirer,90,Comedy,1985-06-14,12,6.5,1985,0.0,17479760.27
0.112015,My Beautiful Laundrette,97,Drama,1985-09-07,23,6.2,1985,1743362.805,4969688.8
0.112308,Scout Toujours,98,Comedy,1985-11-27,14,5.9,1985,0.0,0.0
0.215817,Missing in Action 2: The Beginning,100,Action,1985-03-01,30,5.0,1985,4885470.186,21803077.04
0.092747,The Legend of Billie Jean,96,Action,1985-05-25,15,7.1,1985,0.0,0.0
0.092608,The Care Bears Movie,77,Adventure,1985-03-23,17,5.6,1985,0.0,0.0
0.069492,A Zed & Two Noughts,115,Comedy,1985-10-04,10,5.5,1985,0.0,0.0
0.047123,Vision Quest,105,Drama,1985-02-15,12,5.8,1985,0.0,0.0
5.939927,Harry Potter and the Goblet of Fire,157,Adventure,2005-11-05,3406,7.3,2005,167484493.4,1000352539.0
5.400826,Batman Begins,140,Action,2005-06-14,4914,7.3,2005,167484493.4,417838832.6
3.628726,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143,Adventure,2005-12-07,1402,6.5,2005,200981392.1,836090359.2
3.617106,V for Vendetta,132,Action,2005-12-11,2670,7.6,2005,60294417.64,147956957.2
3.520836,Sin City,124,Action,2005-03-31,1691,7.1,2005,44662531.59,177236356.2
3.508379,Charlie and the Chocolate Factory,115,Adventure,2005-07-09,1826,6.5,2005,167484493.4,530332684.5
3.457537,Star Wars: Episode III - Revenge of the Sith,140,Science Fiction,2005-05-17,2629,7.0,2005,126171651.7,949078796.2
3.087036,The Hitchhiker's Guide to the Galaxy,109,Adventure,2005-01-15,780,6.6,2005,55828164.48,116656763.9
2.623346,The Island,136,Action,2005-07-20,1027,6.4,2005,140686974.5,181943054.6
2.444998,Madagascar,86,Family,2005-05-25,2107,6.4,2005,83742246.72,594771682.3
2.368513,Fantastic Four,106,Action,2005-07-07,1715,5.6,2005,111656329.0,369113178.5
2.26533,Constantine,121,Drama,2005-02-15,1049,6.5,2005,111656329.0,257286597.1
2.248624,Wedding Crashers,119,Comedy,2005-07-14,795,6.3,2005,44662531.59,318417880.1
2.220063,Ã†on Flux,93,Action,2005-11-30,408,5.3,2005,69226923.96,58400727.42
2.07205,The Pacifier,95,Action,2005-03-04,493,5.8,2005,62527544.22,126179333.7
1.844731,War of the Worlds,116,Adventure,2005-06-28,1238,5.9,2005,147386354.2,660714467.6
1.813128,Memoirs of a Geisha,145,Drama,2005-12-06,409,7.1,2005,94907879.62,181154535.4
1.78595,The 40 Year Old Virgin,116,Comedy,2005-08-11,1236,6.2,2005,29030645.53,122207000.1
1.766397,Chicken Little,81,Animation,2005-11-04,542,5.6,2005,167484493.4,351083970.8
1.72647,Hitch,118,Comedy,2005-02-10,1010,6.3,2005,78159430.28,411007415.9
1.699822,Transporter 2,87,Action,2005-08-02,677,6.1,2005,35730025.27,95095059.17
1.632638,Prime,102,Comedy,2005-09-21,139,5.5,2005,0.0,0.0
1.610259,Nanny McPhee,97,Fantasy,2005-10-21,355,6.1,2005,27914082.24,136767638.6
1.592578,Kingdom of Heaven,144,Drama,2005-05-03,677,6.4,2005,145153227.7,236312980.7
1.513147,Monster-in-Law,101,Comedy,2005-05-13,240,5.7,2005,48012221.46,172788077.5
1.508329,King Kong,187,Adventure,2005-12-14,1289,6.4,2005,231128601.0,614109809.3
1.497085,Be Cool,118,Comedy,2005-03-04,170,5.3,2005,59177854.35,106325985.3
1.496807,Into the Blue,110,Action,2005-09-30,289,5.9,2005,55828164.48,49613863.38
1.480854,Pride & Prejudice,128,Drama,2005-09-16,749,7.6,2005,31263772.11,135269350.2
1.475604,Brokeback Mountain,134,Drama,2005-09-02,780,7.2,2005,15631886.06,198797127.5
1.464718,Robots,91,Animation,2005-03-11,858,5.9,2005,83742246.72,291084693.2
1.444028,Kronk's New Groove,72,Animation,2005-12-05,136,5.9,2005,0.0,0.0
1.405588,xXx: State of the Union,101,Action,2005-04-27,292,4.8,2005,97141006.2,79358543.32
1.351718,The Sisterhood of the Traveling Pants,119,Drama,2005-06-01,195,6.3,2005,27914082.24,43605214.26
1.330824,Mr. & Mrs. Smith,120,Action,2005-06-07,1750,6.5,2005,122821961.9,533948961.7
1.316576,Hooligans,109,Drama,2005-09-09,384,7.0,2005,0.0,3522026.946
1.310993,The Legend of Zorro,129,Action,2005-10-24,592,5.8,2005,83742246.72,158998685.0
1.274645,Lord of War,122,Crime,2005-09-16,822,6.9,2005,46895658.17,26940321.81
1.273393,Zathura: A Space Adventure,101,Family,2005-11-06,389,5.9,2005,72576613.83,71819026.75
1.270018,Elektra,97,Action,2005-01-13,329,5.0,2005,48012221.46,63288555.8
1.266058,The Ring Two,110,Drama,2005-03-17,279,5.2,2005,0.0,180270860.4
1.265401,Corpse Bride,77,Romance,2005-09-09,1022,7.0,2005,44662531.59,130855702.8
1.212451,The Curse of the Were-Rabbit,85,Adventure,2005-09-04,373,6.6,2005,33496898.69,214885767.2
1.210683,Rumor Has It...,97,Comedy,2005-12-23,181,5.2,2005,78159430.28,99299950.55
1.203532,Lie with Me,93,Drama,2005-09-10,36,5.0,2005,2456439.237,0.0
1.200307,The Jacket,103,Drama,2005-03-04,219,6.6,2005,32380335.4,23588767.28
1.148377,Jarhead,125,Drama,2005-11-04,448,6.4,2005,80392556.86,108183814.9
1.142171,The Descent,99,Adventure,2005-07-08,551,6.8,2005,0.0,0.0
1.110148,Serenity,119,Science Fiction,2005-08-25,814,7.3,2005,43545968.3,43400216.59
1.107734,Saw II,92,Horror,2005-10-28,617,6.2,2005,4466253.159,170750544.9
1.102836,Just Like Heaven,95,Comedy,2005-09-16,304,6.5,2005,64760670.8,114843481.8
1.094959,Herbie Fully Loaded,101,Comedy,2005-06-18,294,5.2,2005,55828164.48,73695414.71
1.08379,Elizabethtown,123,Comedy,2005-09-03,192,6.0,2005,63644107.51,58100246.84
1.08108,Lilo & Stitch 2: Stitch has a Glitch,68,Animation,2005-01-29,133,6.4,2005,0.0,0.0
1.075427,Four Brothers,109,Action,2005-08-11,379,6.6,2005,50245348.03,103142169.9
1.056592,Hostel,94,Horror,2005-01-06,448,5.7,2005,5359503.79,89971479.62
1.05364,Kiss Kiss Bang Bang,103,Action,2005-02-12,527,7.1,2005,16748449.34,17625116.78
1.053307,Cinderella Man,144,Romance,2005-06-02,370,7.0,2005,98257569.49,121191680.1
1.051177,Match Point,124,Drama,2005-05-12,620,7.1,2005,16748449.34,95249965.58
1.048193,Hoodwinked!,80,Animation,2005-12-16,288,6.0,2005,16748449.34,57004784.36
1.045798,Hide and Seek,101,Horror,2005-01-27,240,6.2,2005,27914082.24,136940703.7
1.014707,Bewitched,102,Comedy,2005-06-21,262,4.9,2005,94907879.62,146745635.6
1.013787,In Her Shoes,130,Comedy,2005-10-07,272,5.9,2005,0.0,92757248.09
1.01068,American Pie Presents: Band Camp,94,Comedy,2005-10-30,307,5.2,2005,11165632.9,0.0
1.001465,Doom,100,Action,2005-10-20,321,4.9,2005,66993797.38,62513387.31
0.985164,Just Friends,96,Comedy,2005-11-23,248,5.7,2005,0.0,56740963.9
0.982784,Cheaper by the Dozen 2,94,Adventure,2005-12-21,285,5.8,2005,66993797.38,144239689.1
0.956847,Fever Pitch,103,Comedy,2005-04-06,112,5.7,2005,33496898.69,56332077.31
0.94817,Must Love Dogs,98,Comedy,2005-07-21,80,6.0,2005,33496898.69,65213228.42
0.918476,Proof,100,Drama,2005-09-05,88,6.1,2005,22331265.79,8413673.97
0.906223,The Interpreter,128,Action,2005-04-04,197,6.2,2005,89325063.17,181938319.3
0.899944,The Brothers Grimm,118,Adventure,2005-08-25,451,5.4,2005,98257569.49,117592277.5
0.893879,An Unfinished Life,108,Drama,2005-09-09,82,6.9,2005,33496898.69,20788492.43
0.887848,Hostage,113,Mystery,2005-03-09,280,6.0,2005,58061291.06,87030218.56
0.885834,The Dukes of Hazzard,104,Action,2005-08-05,185,5.2,2005,55828164.48,123719317.0
0.869394,Munich,164,Drama,2005-12-22,382,6.7,2005,78159430.28,145553974.5
0.857834,The Exorcism of Emily Rose,122,Crime,2005-09-09,323,6.2,2005,21214702.5,161026813.9
0.852969,Thank You for Smoking,92,Comedy,2005-09-05,341,7.1,2005,7257661.383,27683521.97
0.839023,Deuce Bigalow: European Gigolo,83,Comedy,2005-08-06,118,4.8,2005,24564392.37,25011189.64
0.835676,Syriana,128,Drama,2005-11-23,245,6.0,2005,55828164.48,104956949.2
0.832054,Son of the Mask,94,Fantasy,2005-02-18,169,3.9,2005,93791316.33,0.0
0.82677,Derailed,108,Drama,2005-11-11,173,6.2,2005,24564392.37,64179026.18
0.826568,Oliver Twist,130,Crime,2005-09-23,143,6.6,2005,55828164.48,47000286.85
0.824869,The Skeleton Key,104,Drama,2005-07-29,289,6.3,2005,48012221.46,102695705.4
0.79295,Chaos,106,Drama,2005-01-17,162,6.3,2005,13398759.48,11488.31969
0.786786,Racing Stripes,102,Comedy,2005-01-06,80,5.1,2005,33496898.69,104702955.6
0.784909,"Good Night, and Good Luck.",93,Drama,2005-09-16,154,6.4,2005,7815943.028,60964355.62
0.775677,Coach Carter,136,Drama,2005-01-14,272,7.3,2005,33496898.69,85606690.8
0.773901,A History of Violence,96,Drama,2005-09-23,403,6.7,2005,35730025.27,67820977.61
0.773231,The Amityville Horror,90,Horror,2005-04-15,293,6.0,2005,21214702.5,120641460.0
0.767076,Fun with Dick and Jane,90,Comedy,2005-12-21,363,5.9,2005,111656329.0,225574940.2
0.743639,Unleashed,103,Action,2005-02-02,279,6.5,2005,50245348.03,56800817.28
0.738384,Rebound,103,Comedy,2005-07-01,52,5.5,2005,50245348.03,18768327.97
0.737768,Guess Who,105,Comedy,2005-03-25,139,5.4,2005,39079715.14,76948950.61
0.733587,Keeping Mum,103,Comedy,2005-12-02,73,6.5,2005,188699.196,20728664.74
0.726858,Two for the Money,122,Comedy,2005-10-07,78,5.9,2005,39079715.14,34084779.31
0.722961,Harsh Times,120,Crime,2005-09-11,85,6.0,2005,2233126.579,6662575.579
0.719502,Flightplan,98,Thriller,2005-09-22,427,6.0,2005,61410980.93,249426057.4
0.718616,Assault on Precinct 13,109,Thriller,2005-01-19,160,5.9,2005,33496898.69,39408509.53
0.709751,The Perfect Man,100,Comedy,2005-06-17,118,5.7,2005,0.0,0.0
0.709235,Broken Flowers,105,Comedy,2005-05-17,182,6.7,2005,11165632.9,51073950.77
0.707056,The Weather Man,101,Comedy,2005-10-20,147,5.7,2005,22331265.79,13937808.32
0.700854,Revolver,115,Drama,2005-09-11,234,6.2,2005,0.0,0.0
0.699883,Wolf Creek,99,Horror,2005-01-01,126,5.8,2005,1116563.29,30998753.58
0.694404,Land of the Dead,93,Horror,2005-06-24,171,5.8,2005,16748449.34,52222337.23
0.685198,Miss Congeniality 2: Armed and Fabulous,115,Action,2005-03-11,248,5.3,2005,0.0,0.0
0.681346,Feast,95,Action,2005-10-14,63,5.8,2005,0.0,735338.4354
0.681157,Walk the Line,136,Drama,2005-09-13,415,7.0,2005,31263772.11,208170812.5
0.67686,The Family Stone,103,Comedy,2005-12-14,164,6.2,2005,0.0,0.0
0.665701,A Lot Like Love,107,Comedy,2005-04-22,192,6.5,2005,33496898.69,47885736.05
0.664688,Get Rich or Die Tryin',117,Drama,2005-11-09,121,6.5,2005,44662531.59,51856021.84
0.663861,Kicking & Screaming,95,Romance,2005-05-13,102,5.8,2005,50245348.03,62606187.12
0.663398,MirrorMask,101,Adventure,2005-01-25,44,6.5,2005,4466253.159,968059.2556
0.661616,Cursed,97,Horror,2005-02-24,75,5.0,2005,39079715.14,21543978.13
0.661473,Stay,99,Mystery,2005-09-24,162,6.4,2005,55828164.48,9314518.349
0.643145,Ice Princess,98,Comedy,2005-03-17,96,5.8,2005,27914082.24,30867940.38
0.636922,The Longest Yard,113,Comedy,2005-05-19,443,6.2,2005,91558189.75,212504959.5
0.635843,Waiting...,94,Comedy,2005-10-07,108,6.0,2005,3349689.869,20810160.46
0.635481,Are We There Yet?,95,Comedy,2005-01-20,135,5.4,2005,35730025.27,109332384.5
0.6269,A Sound of Thunder,110,Thriller,2005-05-15,58,4.8,2005,89325063.17,6687812.142
0.622677,London,92,Drama,2005-02-10,52,5.7,2005,0.0,0.0
0.613793,Three,95,Horror,2005-01-01,16,4.4,2005,10049069.61,0.0
0.608364,The Fog,100,Horror,2005-10-14,85,4.2,2005,20098139.21,51586822.9
0.606286,Stealth,121,Action,2005-07-28,195,5.0,2005,150736044.1,85900499.92
0.600522,The Wedding Date,88,Comedy,2005-02-04,133,6.2,2005,16748449.34,52673915.62
0.592369,BloodRayne,95,Action,2005-10-22,62,3.8,2005,27914082.24,2685803.668
0.587776,The World's Fastest Indian,127,Drama,2005-10-13,76,7.1,2005,27914082.24,0.0
0.58623,Breakfast on Pluto,128,Drama,2005-09-03,30,6.8,2005,0.0,0.0
0.578189,Casanova,112,Comedy,2005-12-25,120,6.2,2005,0.0,42085106.02
0.574244,The Land Before Time XI: Invasion of the Tinysauruses,82,Fantasy,2005-01-11,17,5.5,2005,0.0,0.0
0.571693,Sahara,124,Action,2005-04-06,243,5.6,2005,145153227.7,133171929.6
0.564298,The Matador,96,Action,2005-05-12,70,6.0,2005,11165632.9,19313467.66
0.561685,Capote,114,Crime,2005-09-30,202,6.7,2005,7815943.028,54806319.26
0.558258,Valiant,76,Animation,2005-03-25,138,5.3,2005,39079715.14,21748538.11
0.55197,The Constant Gardener,129,Drama,2005-08-31,206,6.7,2005,27914082.24,92079256.34
0.548181,Imagine Me & You,93,Drama,2005-02-01,97,6.7,2005,0.0,2742090.74
0.548166,Hard Candy,103,Drama,2005-01-14,353,6.8,2005,1060735.125,7840740.782
0.543159,House of Wax,113,Horror,2005-05-06,334,5.3,2005,44662531.59,76781726.28
0.538043,The Great Raid,132,Action,2005-08-12,53,6.5,2005,89325063.17,11351542.92
0.534781,Domino,127,Action,2005-09-22,277,6.1,2005,55828164.48,25618988.63
0.527458,The Batman vs Dracula,83,Fantasy,2005-10-18,28,6.0,2005,0.0,0.0
0.516803,The Sandlot 2,97,Comedy,2005-05-03,20,5.1,2005,0.0,0.0
0.511084,Beauty Shop,105,Comedy,2005-06-02,73,5.1,2005,27914082.24,40588582.94
0.510683,The Man,83,Action,2005-09-08,77,5.2,2005,0.0,13825690.85
0.510534,Kinky Boots,107,Comedy,2005-10-07,39,6.3,2005,0.0,0.0
0.509129,The Adventures of Sharkboy and Lavagirl,92,Adventure,2005-06-10,148,4.3,2005,55828164.48,77518484.98
0.506241,Tarzan II,72,Adventure,2005-06-13,119,5.9,2005,0.0,0.0
0.500883,The Greatest Game Ever Played,120,Drama,2005-09-30,64,7.0,2005,27914082.24,17229885.75
0.499926,Little Manhattan,84,Comedy,2005-09-30,100,7.0,2005,0.0,1248228.433
0.499629,Edison,99,Drama,2005-07-29,50,5.6,2005,0.0,0.0
0.498926,Urban Legends: Bloody Mary,93,Horror,2005-07-19,27,5.0,2005,3907971.514,0.0
0.484314,The Three Burials of Melquiades Estrada,121,Adventure,2005-11-17,75,6.7,2005,16748449.34,13439122.12
0.481416,7 Seconds,96,Action,2005-06-28,26,4.3,2005,14515322.77,0.0
0.479833,Santa's Slay,78,Comedy,2005-10-25,25,4.4,2005,0.0,0.0
0.466529,Cry_Wolf,90,Horror,2005-09-16,62,5.4,2005,1116563.29,11218863.93
0.463862,Goal!: The Dream Begins,118,Drama,2005-06-06,119,6.5,2005,33496898.69,30829287.19
0.463596,White Noise,101,Drama,2005-01-07,125,5.5,2005,11165632.9,101826573.6
0.457465,Enron: The Smartest Guys in the Room,110,Documentary,2005-04-22,40,6.7,2005,0.0,0.0
0.45648,Brick,110,Drama,2005-01-30,177,6.8,2005,530367.5626,4376095.139
0.453059,Dominion: Prequel to the Exorcist,117,Horror,2005-05-20,38,4.6,2005,33496898.69,280810.0845
0.452035,Tom and Jerry: The Fast and the Furry,75,Family,2005-10-11,13,7.0,2005,0.0,0.0
0.449627,The New World,135,Drama,2005-12-25,157,6.1,2005,33496898.69,34095391.13
0.449064,Manderlay,139,Drama,2005-05-16,33,6.9,2005,15855198.71,753588.6623
0.446519,Love Wrecked,87,Family,2005-11-01,75,5.0,2005,0.0,0.0
0.444301,Sky High,100,Adventure,2005-07-29,292,5.8,2005,39079715.14,96437364.76
0.443094,The Quiet,96,Drama,2005-09-12,34,5.6,2005,1004906.961,425879.5699
0.441927,Red Eye,85,Horror,2005-08-04,225,6.1,2005,29030645.53,64639862.0
0.439824,FrÃ¡giles,101,Horror,2005-10-14,54,5.8,2005,0.0,0.0
0.439013,The Ringer,94,Comedy,2005-12-23,48,5.5,2005,0.0,45156540.5
0.437792,The Muppets' Wizard of Oz,88,Family,2005-05-20,21,4.5,2005,0.0,0.0
0.429125,An American Haunting,83,Horror,2005-05-05,72,5.6,2005,0.0,0.0
0.42658,Aloha Scooby-Doo!,70,Family,2005-02-08,31,5.9,2005,0.0,0.0
0.426203,Neverwas,108,Drama,2005-09-09,11,6.3,2005,0.0,0.0
0.425202,Romance & Cigarettes,105,Comedy,2005-09-13,17,5.8,2005,0.0,3288549.096
0.423386,Beowulf & Grendel,103,Adventure,2005-09-14,30,6.0,2005,0.0,102808.6815
0.42232,Everything is Illuminated,106,Comedy,2005-09-16,130,7.4,2005,7815943.028,3012409.596
0.41704,The Madagascar Penguins in a Christmas Caper,11,Animation,2005-09-23,34,6.3,2005,0.0,0.0
0.411236,Barbie and the Magic of Pegasus 3-D,85,Animation,2005-10-05,50,6.2,2005,0.0,0.0
0.407369,Barbie Diaries,70,Family,2005-12-31,48,5.8,2005,0.0,0.0
0.406323,The Ballad of Jack and Rose,111,Drama,2005-03-25,22,6.4,2005,1674844.934,795321.3318
0.405822,"Yours, Mine & Ours",90,Comedy,2005-11-23,144,5.7,2005,50245348.03,80424660.28
0.401154,Pooh's Heffalump Movie,68,Animation,2005-02-11,48,6.4,2005,0.0,0.0
0.394709,Trust the Man,103,Comedy,2005-09-01,15,4.6,2005,10049069.61,0.0
0.393751,Wild Things: Diamonds in the Rough,87,Crime,2005-02-19,12,5.7,2005,0.0,0.0
0.392879,One Man Band,4,Animation,2005-06-21,70,7.1,2005,0.0,0.0
0.390848,The Producers,134,Comedy,2005-12-25,84,5.9,2005,50245348.03,42494539.73
0.389612,The Mistress of Spices,92,Drama,2005-09-11,14,5.1,2005,0.0,0.0
0.387304,Romanzo criminale,152,Drama,2005-09-30,56,6.9,2005,913815.4944,5416720.96
0.37881,The Moguls,96,Comedy,2005-02-06,12,4.8,2005,0.0,0.0
0.37807,Hustle & Flow,116,Drama,2005-07-22,50,6.2,2005,8932506.317,24789531.73
0.374704,Transamerica,103,Drama,2005-12-23,65,6.5,2005,1116563.29,14906531.93
0.430394,Dear Wendy,105,Comedy,2005-01-22,15,5.5,2005,0.0,0.0
0.371866,The Devil's Rejects,107,Drama,2005-07-22,132,6.6,2005,0.0,0.0
0.37163,The 12 Dogs of Christmas,0,Drama,2005-11-01,11,4.7,2005,2233126.579,0.0
0.370396,Alone in the Dark,96,Action,2005-01-28,74,3.5,2005,22331265.79,11660056.05
0.369596,Boogeyman,89,Thriller,2005-02-04,91,4.5,2005,22331265.79,75025079.69
0.367248,Les PoupÃ©es Russes,129,Comedy,2005-06-15,106,6.7,2005,14515322.77,26493033.26
0.261343,The Aristocrats,89,Comedy,2005-01-01,18,5.8,2005,0.0,0.0
0.36373,Tideland,120,Fantasy,2005-09-09,66,6.0,2005,13398759.48,0.0
0.358694,Havoc,85,Drama,2005-10-16,36,5.1,2005,10049069.61,0.0
0.351378,The Best Man,96,Comedy,2005-07-09,12,5.8,2005,12282196.19,0.0
0.347958,Hellraiser: Deader,88,Horror,2005-06-07,27,4.6,2005,4466253.159,0.0
0.612001,Twitches,86,Comedy,2005-10-14,44,5.0,2005,0.0,0.0
0.344046,House of the Dead 2,95,Horror,2005-10-14,13,3.8,2005,6699379.738,0.0
0.340545,Shadowboxer,93,Action,2005-09-09,11,5.5,2005,0.0,0.0
0.340262,The Crow IV: Wicked Prayer,99,Action,2005-05-13,23,3.4,2005,0.0,0.0
0.336382,8MM 2,106,Thriller,2005-11-22,11,4.6,2005,0.0,0.0
0.335779,Last Days,96,Drama,2005-05-13,51,5.0,2005,0.0,2153833.837
0.333513,Hellraiser: Hellworld,91,Horror,2005-09-06,21,4.5,2005,5582816.448,0.0
0.332997,The Cave,97,Action,2005-08-25,111,5.2,2005,33496898.69,16757371.8
0.330618,Rent,135,Comedy,2005-11-23,89,6.5,2005,44662531.59,35362251.65
0.330279,Earthlings,95,Documentary,2005-09-24,38,7.3,2005,0.0,0.0
0.32793,Kirikou et les bÃªtes sauvages,75,Adventure,2005-12-07,28,6.0,2005,0.0,0.0
0.327026,A Little Trip to Heaven,98,Drama,2005-12-26,12,5.1,2005,13398759.48,0.0
0.327022,All About Anna,91,Comedy,2005-11-24,34,2.5,2005,0.0,0.0
0.326691,Grizzly Man,103,Documentary,2005-08-12,70,6.9,2005,0.0,0.0
0.326577,The Squid and the Whale,81,Comedy,2005-10-05,118,6.7,2005,1674844.934,12391765.66
0.323527,Scooby-Doo! in Where's My Mummy?,75,Animation,2005-11-24,22,6.5,2005,0.0,0.0
0.207288,SorstalansÃ¡g,140,Drama,2005-02-10,11,6.2,2005,0.0,0.0
0.476555,Where the Truth Lies,107,Drama,2005-10-07,29,5.8,2005,27914082.24,0.0
0.317918,AntikÃ¶rper,127,Thriller,2005-04-24,10,6.1,2005,2121470.25,0.0
0.317018,The Big White,100,Comedy,2005-10-27,40,6.2,2005,20098139.21,0.0
0.356717,Paradise Now,90,Thriller,2005-02-14,26,6.3,2005,0.0,3748386.706
0.309437,The Girl in the CafÃ©,94,Comedy,2005-06-25,15,6.1,2005,0.0,0.0
0.31008,2001 Maniacs,87,Comedy,2005-05-12,27,4.3,2005,3349689.869,0.0
0.301564,Submerged,96,Action,2005-05-06,17,4.7,2005,16748449.34,0.0
0.300101,School Of Life,111,Comedy,2005-02-19,16,5.6,2005,0.0,0.0
0.297727,Pretty Persuasion,105,Comedy,2005-01-22,27,5.0,2005,0.0,0.0
0.379443,ìž‘ì—…ì˜ ì •ì„,100,Drama,2005-12-21,12,6.0,2005,0.0,0.0
0.292346,Boo,94,Horror,2005-05-13,12,4.3,2005,0.0,0.0
0.290754,Inside Deep Throat,92,Documentary,2005-02-11,17,6.8,2005,2233126.579,729809.2139
0.289486,Thumbsucker,96,Comedy,2005-01-23,29,6.2,2005,0.0,2142904.916
